Beta,SysCall ID
6,3
5,3
1,3
62,6
0,3
6,20
5,6
0,13
0,20
5,20
26,13
45,4
12,5
5,3
1,3
7,3
0,6
0,3
7,20
6,6
0,13
1,20
7,20
45,4
8,13
4,13
40,13
16,13
11,13
11,5
0,3
6,3
1,3
7,6
0,3
2,20
5,6
0,13
1,20
0,20
6,10
23,4
3,5
5,3
2,3
1,3
1,6
0,3
53,20
4,6
0,13
1,20
1,20
10,4
4,4
2,5
0,3
1,3
1,3
2,6
0,3
2,20
4,6
0,13
1,20
0,20
9,4
4,4
1,5
1,3
0,3
2,3
2,6
0,3
1,20
6,6
0,13
1,20
0,20
30,4
2,5
2,3
6,3
0,3
3,6
0,3
2,20
4,6
0,20
0,20
9,4
2,4
3,5
0,3
1,3
1,3
2,6
0,3
2,20
4,6
0,13
1,20
0,20
5,13
29,4
16,4
64,4
5,4
39,5
1,3
1,3
0,3
3,6
0,3
1,20
5,6
0,20
0,20
26,4
7,5
1,3
0,3
6,3
3,6
0,3
1,20
5,6
0,20
5,20
58,4
2,5
2,3
0,3
1,3
1,6
1,3
2,20
4,6
1,20
0,20
12,4
3,5
0,3
1,3
2,3
1,6
0,3
56,20
5,6
0,20
1,20
28,4
42,4
19,4
85,10
271,4
10,4
8,5
1,3
0,3
1,3
2,6
1,3
1,20
4,6
1,20
0,20
12,4
3,4
4,4
2,5
0,3
2,3
1,3
1,6
0,3
3,20
5,6
0,13
1,20
1,20
20,4
4,4
84,108
0,103
0,109
0,105
1,5
1,3
1,3
1,3
2,6
0,3
2,20
5,6
1,13
0,20
4,20
40,4
12,7
2,7
2,7
1,90
2,7
1,90
1,7
6,5
3,5
4,4
2,5
1,3
0,3
2,3
2,6
0,3
1,20
6,6
0,20
0,20
21,4
3,5
1,3
1,3
1,3
2,6
0,3
1,20
5,6
0,13
1,20
2,20
25,4
16,5
0,3
1,3
1,3
2,6
0,3
1,20
7,6
0,13
1,20
5,20
41,13
2,4
3,5
1,3
0,3
2,3
2,6
0,3
1,20
4,6
0,20
1,20
15,13
5,4
20,13
3,4
8,13
54,4
8,13
27,4
2,5
1,3
1,3
0,3
1,3
2,5
1,5
1,5
6,3
0,3
2,3
1,3
0,5
2,5
0,5
7,3
1,3
1,3
0,3
2,5
1,5
0,5
1,5
1,5
0,5
7,3
1,6
1,3
1,73
0,6
1,1
5,10
0,10
5,4
3,11
17,4
16,4
3,5
0,3
1,3
1,3
2,6
0,3
2,20
4,6
0,13
2,20
5,20
33,10
28,4
18,4
1,13
60,13
46,5
5,5
6,3
1,73
0,218
8,218
0,4
3,5
22,5
1,3
1,3
1,3
1,3
1,5
1,3
0,3
1,3
2,3
0,5
1,3
1,3
0,3
2,3
1,5
1,3
0,3
1,3
1,3
2,5
0,5
1,5
0,3
1,3
1,3
1,3
3,5
1,3
2,3
0,3
1,3
1,5
1,3
1,3
1,3
0,3
1,5
1,3
0,3
2,3
1,3
1,5
0,3
1,3
1,3
2,3
0,5
1,3
1,3
0,3
1,3
3,4
2,5
2,5
12,5
6,3
6,3
6,3
1,6
0,3
1,20
5,6
0,20
0,20
8,4
1,5
1,5
0,5
6,3
1,3
2,3
1,3
1,5
1,3
2,3
1,3
1,6
0,3
3,20
6,6
0,20
6,20
61,4
62,4
2,5
1,3
1,3
1,3
1,3
8,5
0,3
8,3
1,3
2,6
0,3
2,20
4,6
0,20
1,20
39,4
11,4
2,5
1,3
1,3
1,3
0,3
16,4
3,5
1,3
1,3
1,3
2,6
0,3
6,20
5,6
0,20
0,20
6,4
21,4
5,17
0,17
0,17
0,90
1,3
0,90
1,6
0,5
0,4
2,5
0,3
1,9
0,9
0,20
5,4
0,5
0,3
1,6
0,17
0,9
0,20
4,9
74,13
6,13
7,13
4,13
4,13
8,13
8,13
4,13
7,13
7,13
8,13
1,20
80,20
17,10
45,20
49,20
44,13
12,20
28,20
71,4
16,13
1,13
63,13
13,13
7,13
1,13
10,5
0,5
0,5
1,3
0,3
2,3
0,3
1,5
1,3
1,3
1,3
1,3
1,5
1,3
0,3
1,3
2,3
0,5
1,3
1,3
0,3
1,3
2,5
1,3
1,3
0,3
1,3
2,5
1,5
57,5
1,3
0,3
1,3
2,6
0,3
1,20
4,6
0,20
1,20
6,4
2,13
1,5
0,5
1,5
0,3
1,3
2,3
0,3
2,5
1,3
1,3
1,3
1,3
1,5
0,3
1,3
2,3
0,3
1,5
1,5
8,13
1,5
0,3
1,3
0,3
2,6
0,3
2,20
4,6
0,20
0,20
4,4
1,13
1,5
0,5
1,5
1,3
1,3
0,3
1,3
1,4
2,5
1,3
1,3
0,3
1,3
3,5
0,3
1,3
0,3
2,6
0,3
2,20
5,6
1,13
0,20
5,20
78,4
6,5
2,3
1,3
0,3
1,3
1,5
1,3
1,3
1,3
0,3
1,5
1,3
0,3
2,3
1,6
0,3
2,20
6,6
0,20
0,20
7,4
1,5
2,3
0,3
1,3
0,3
1,5
1,3
0,3
2,3
1,3
1,5
0,3
1,3
2,3
0,3
1,5
1,3
0,3
1,3
2,3
1,5
0,3
2,6
0,3
0,73
0,6
0,1
7,10
0,10
8,10
1,4
26,11
36,13
11,13
14,13
6,13
7,4
46,13
59,4
1,5
1,3
1,3
1,3
1,3
1,5
1,3
0,3
1,3
1,3
1,5
1,3
0,3
1,3
2,3
1,5
0,3
1,3
1,3
0,3
1,5
2,3
0,3
1,3
1,3
1,5
1,3
2,6
0,3
0,73
0,6
0,1
7,10
0,10
5,4
5,11
2,3
0,6
0,10
1,4
4,13
3,4
54,13
36,4
5,5
0,3
1,3
1,3
0,3
3,5
1,3
1,3
0,3
3,6
0,3
1,20
5,6
0,13
2,20
5,20
49,4
5,5
1,3
1,3
0,3
1,3
2,5
2,3
0,3
1,3
1,3
1,5
1,3
1,3
0,3
1,3
1,5
0,3
2,3
1,3
1,3
1,5
0,3
1,3
2,3
0,3
1,5
0,3
1,3
1,3
2,3
1,5
0,3
2,6
0,3
1,73
0,6
0,1
6,10
0,10
1,4
3,11
11,4
1,5
2,3
1,3
0,3
1,3
1,5
2,3
0,3
1,3
0,3
1,5
1,3
0,3
2,3
1,3
1,5
0,3
1,3
0,3
2,3
1,5
1,3
0,3
1,3
2,3
1,5
0,3
2,6
0,3
0,73
0,6
0,1
6,10
0,10
6,4
5,11
14,13
1,4
1,13
2,5
1,3
1,3
0,3
1,3
2,5
1,3
0,3
1,3
0,3
1,5
0,3
2,3
1,3
1,6
0,3
2,20
5,6
0,20
1,4
1,13
1,5
1,3
1,3
1,3
0,3
1,5
1,3
1,3
1,3
1,3
1,5
1,3
0,3
1,3
1,3
1,5
1,3
0,3
1,3
1,3
2,5
1,3
1,13
2,6
0,3
1,73
0,6
0,1
5,10
0,10
6,4
7,11
47,4
3,4
3,5
0,3
1,3
1,3
0,3
1,5
2,3
0,3
1,3
0,3
1,5
1,3
2,3
0,3
1,3
1,5
1,3
0,3
2,3
1,3
0,5
1,3
1,3
0,3
2,3
1,5
1,3
1,6
0,3
2,73
0,6
0,1
5,10
0,10
5,4
5,11
28,13
4,4
11,13
1,5
1,3
1,3
0,3
2,3
1,5
1,3
0,3
1,3
0,3
2,5
1,3
0,3
1,3
1,3
2,5
1,3
0,3
1,3
0,3
1,5
1,3
1,3
1,3
1,3
1,5
0,3
3,6
1,3
0,73
0,6
0,1
6,10
1,10
5,4
8,11
1,4
90,4
1,4
2,5
0,3
0,3
1,3
0,3
1,5
2,3
1,3
1,3
1,6
0,3
2,20
6,6
0,13
1,20
6,20
41,4
2,5
0,3
1,3
0,3
2,3
0,5
1,3
1,3
1,3
2,6
0,3
1,20
5,6
0,20
1,20
8,4
7,4
3,5
1,3
0,3
1,3
0,3
2,5
1,3
0,3
1,3
1,3
2,5
0,3
1,3
1,3
0,3
1,5
1,3
1,3
1,3
1,3
1,5
0,3
3,6
0,3
0,73
0,6
0,1
5,10
0,10
6,4
5,11
6,4
4,5
1,3
0,3
2,3
0,3
1,5
1,3
0,3
1,3
2,3
1,5
1,3
0,3
1,3
0,3
2,5
1,3
0,3
1,3
1,3
2,5
0,3
2,6
0,3
0,73
0,6
0,1
6,10
1,10
4,4
1,3
0,73
0,6
0,1
1,10
0,10
1,4
3,11
3,11
20,4
1,5
1,3
0,3
1,3
0,3
1,5
2,3
1,3
0,3
2,6
0,3
2,20
5,6
0,20
0,20
0,13
16,4
3,13
1,5
1,3
0,3
1,3
0,3
2,5
1,3
0,3
1,3
1,3
2,5
0,3
1,3
1,3
0,3
1,5
0,3
2,3
1,3
1,3
1,5
0,3
3,6
0,3
0,73
0,6
0,1
5,10
1,10
5,4
1,3
2,73
0,6
0,1
5,10
0,10
9,10
1,4
31,11
236,11
69,13
4,13
4,13
4,13
4,13
4,13
64,13
2,13
5,13
12,13
14,13
4,13
5,13
4,13
5,13
4,13
3,13
4,13
4,13
3,13
4,13
2,13
13,13
2,4
7,4
2,5
1,3
1,3
0,3
1,3
1,5
0,3
2,3
1,3
1,3
1,5
0,3
1,3
2,3
0,3
1,5
1,3
0,3
1,3
2,3
1,5
0,3
2,6
0,3
2,73
0,6
0,1
5,10
0,10
1,4
4,11
4,4
32,13
0,3
1,73
0,73
0,6
0,1
7,13
20,13
424,13
31,4
13,3
5,17
6,17
1,17
1,17
0,23
1,23
3,73
1,73
2,2
2,24
5,24
3,1
2,24
1,1
3,24
0,1
2,24
1,1
3,24
1,1
2,24
1,1
2,24
1,1
2,24
1,1
3,24
1,1
2,24
1,1
2,24
1,1
2,24
1,1
3,24
0,1
3,2
1,24
4,24
2,1
3,24
1,1
2,24
0,1
3,24
1,1
2,24
1,1
2,24
1,1
2,24
1,1
2,24
2,1
2,24
1,1
3,24
0,1
2,24
2,1
2,2
1,24
4,24
3,1
3,24
0,1
2,24
1,1
3,24
0,1
3,2
1,24
3,24
3,1
2,24
1,1
3,24
0,1
4,24
0,1
2,24
1,1
3,24
0,1
4,24
0,1
3,24
0,1
3,24
1,1
2,24
1,1
2,24
1,1
2,24
1,1
2,24
1,1
3,24
1,1
3,24
0,1
2,24
2,1
2,24
1,1
3,24
0,1
3,24
1,1
2,24
1,1
2,24
1,1
2,24
1,1
2,24
1,1
3,24
0,1
2,24
1,1
3,24
0,1
4,2
1,24
3,24
3,1
2,24
1,1
2,24
1,1
3,24
1,1
2,24
1,1
2,24
1,1
3,24
1,1
2,24
1,1
2,24
1,1
3,24
1,1
2,24
1,1
2,24
1,1
2,24
1,1
3,24
1,1
2,24
1,1
2,24
1,1
2,24
1,1
3,24
0,1
3,24
1,1
2,24
0,1
3,24
1,1
2,24
1,1
2,24
1,1
2,24
1,1
2,24
1,1
3,2
1,24
3,24
3,1
3,24
0,1
2,24
1,1
4,24
0,1
3,24
1,1
2,24
1,1
2,24
1,1
2,24
1,1
2,24
1,1
3,24
0,1
2,24
2,1
2,24
0,1
4,24
0,1
3,24
1,1
2,24
1,1
2,24
1,1
2,24
1,1
2,24
1,1
3,24
0,1
2,24
1,1
3,24
0,1
3,24
1,1
2,24
1,1
3,2
1,24
4,24
2,1
3,24
0,1
3,24
0,1
3,24
1,1
2,2
1,24
3,24
3,1
2,24
1,1
3,24
1,1
2,24
1,1
3,24
0,1
3,24
1,1
3,24
1,1
2,24
1,1
2,24
1,1
2,24
1,1
2,24
1,1
3,24
0,1
3,24
0,1
3,24
1,1
3,24
1,1
2,24
0,1
3,24
1,1
2,24
1,1
2,24
1,1
2,24
1,1
2,24
1,1
3,24
0,1
3,24
1,1
2,24
0,1
3,24
1,1
3,2
1,24
3,10
7062,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
3,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
3,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
2,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
3,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
3,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
3,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
3,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
2,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
1,13
2,13
1,13
1,13
1,13
2,13
1,13
1,13
